Agent	Network	Start_Date	End_Date	Percent_Complete	Name	Lat(dec_deg)	Long(dec_deg)
4749	H31822	01-Mar-1964	30-Apr-1993	90	Mt Peel	-43.84	171.245
3473	E1510D	01-Apr-1981	30-Apr-1993	60	Moonshine	-41.102	175.003
4245	G13232	01-Jun-1958	31-Mar-1993	100	Maitai Valley	-41.29	173.355
5370	I50842	01-Aug-1907	31-Mar-1993	100	Whare Flat	-45.821	170.429
3430	E14363	01-Jan-1987	31-Mar-1993	90	Makara South, Burando	-41.308	174.684
5423	I57482	01-Mar-1966	31-Mar-1993	80	Te Anau,Kakapo Rd	-45.417	167.814
3119	D97023	01-Jan-1965	31-Mar-1993	60	Waihua Valley	-39.045	177.229
2307	C94122	01-Mar-1909	28-Feb-1993	100	Inglewood	-39.156	174.204
2807	D87692	01-Feb-1905	28-Feb-1993	80	Gisborne Aero	-38.661	177.986
3136	D97103	01-Nov-1964	28-Feb-1993	60	Putorino School	-39.136	177.006
4119	F47871	01-Jan-1982	28-Feb-1993	20	Lake Mintaro Hut	-44.812	167.78
4121	F47881	01-Jan-1982	31-Jan-1993	20	Clinton Forks Hut	-44.885	167.883
7314	E95868	01-Dec-1991	31-Dec-1992	100	Mangaweka, Araroa	-39.809	175.673
3770	F02563	01-Jun-1988	31-Dec-1992	100	Pakawau, Seaford	-40.58	172.689
5978	J61002	01-Aug-1982	31-Dec-1992	90	Kiribati,Bonriki	1.383	173.133
2146	C84372	01-Mar-1978	31-Dec-1992	90	Kiritea	-38.332	174.723
1540	B75253	01-Jul-1968	31-Dec-1992	60	Ngatea 2	-37.283	175.5
2805	D87683	01-Jan-1945	30-Nov-1992	100	Gisborne, Manutuke	-38.68	177.887
3478	E15103	01-Aug-1944	30-Nov-1992	90	Trentham	-41.148	175.03
1138	A53541	01-Feb-1977	30-Nov-1992	80	Waiotemarama	-35.531	173.426
3200	E05184	01-Mar-1965	30-Nov-1992	70	Pohangina Valley	-40.127	175.86
5738	I67165	01-Nov-1980	30-Nov-1992	60	Tuatapere	-46.129	167.674
5133	I40952	01-May-1980	31-Oct-1992	90	Livingstone	-44.968	170.577
5975	J60700	01-Aug-1950	31-Oct-1992	80	Kiribati,Abaiang	1.817	173.017
7316	F12082	01-Dec-1991	31-Oct-1992	80	Upper Takaka	-41.051	172.833
4602	H30751	01-Jan-1950	30-Sep-1992	100	Lilybank Station	-43.708	170.56
4737	H31743	01-Nov-1950	30-Sep-1992	100	Mt Somers,Buccleugh	-43.735	171.479
7557	A64242	01-May-1992	30-Sep-1992	100	Port Albert	-36.279	174.443
5450	I58074	01-Sep-1968	30-Sep-1992	100	Queenstown Aero	-45.024	168.735
4296	G13461	01-Jun-1948	30-Sep-1992	90	Onamalutu,Ashdown Stn	-41.463	173.685
3299	E05714	01-Jan-1980	30-Sep-1992	90	Otaki East	-40.76	175.169
3822	F11891	01-Mar-1948	30-Sep-1992	80	Inangahua	-41.859	171.952
3951	F21423	01-May-1987	31-Aug-1992	70	Runanga	-42.401	171.256
5989	J62400	01-Jan-1955	31-Aug-1992	60	Kiribati,Nikunau	-1.333	176.433
3146	E04992	01-Nov-1972	31-Aug-1992	50	Paekakariki North	-40.969	174.977
3706	E95873	01-Jan-1947	31-Jul-1992	90	Ohingaiti,Mangamako	-39.886	175.758
1636	B76812	01-Oct-1980	31-Jul-1992	50	Kopurereroa Catchment	-37.836	176.117
3418	E14290	01-Dec-1958	30-Jun-1992	90	Lower Hutt,Gracefield	-41.236	174.919
3366	E14192	01-Jan-1957	30-Jun-1992	90	Lower Hutt,Taita	-41.182	174.964
1293	A54811	01-Jan-1958	30-Jun-1992	90	Tangihua	-35.841	174.116
5243	I49932	01-May-1978	31-May-1992	100	Bendigo 2	-44.93352	169.30377
5097	H41502	01-Feb-1951	31-May-1992	100	Hunter,Sodwall	-44.562	171.014
5528	I59023	01-Nov-1978	31-May-1992	100	Northburn	-45.00785	169.23298
5234	I49822	01-Nov-1978	31-May-1992	100	Queensbury Ews	-44.873	169.3
7337	H32632	01-Feb-1985	31-May-1992	80	Springston	-43.683	172.383
3857	F12501	01-Mar-1970	31-May-1992	70	Seddonville	-41.552	171.993
2641	D15222	01-Jun-1978	31-May-1992	50	Wairarapa,Lakefield	-41.267	175.225
1061	A53222	01-Dec-1916	30-Apr-1992	100	Herekino	-35.266	173.22
1397	A64673	01-Jan-1972	30-Apr-1992	100	Manly	-36.631	174.762
1045	A53132	01-Jul-1960	30-Apr-1992	100	Rangitihi Sub Stn	-35.123	173.335
3252	E05431	01-Feb-1962	31-Mar-1992	100	Himatangi	-40.406	175.292
2228	C85481	01-Jun-1957	31-Mar-1992	100	Whakamaru N.Z.E.D.	-38.421	175.799
1336	A64241	01-Sep-1948	31-Mar-1992	60	Topuni	-36.217	174.459
3265	E05464	01-Jan-1954	29-Feb-1992	100	Tiritea No 2	-40.433	175.66
3802	F11683	01-Oct-1979	29-Feb-1992	90	Ngakawau	-41.603	171.878
5062	H41141	01-Sep-1974	29-Feb-1992	90	Temuka,Rangitata	-44.11	171.398
5934	J49002	01-Oct-1984	29-Feb-1992	70	Kiribati,Ch.Is,Manulu	1.95	-157.383
4459	G22641	01-Jan-1948	29-Feb-1992	40	The Poplars	-42.596	172.432
2032	C75003	01-Mar-1979	31-Jan-1992	100	Hunua Edl	-37.082	175.071
3369	E14195	01-Jan-1962	31-Jan-1992	90	Lower Hutt,Avalon	-41.191	174.941
2971	D96451	01-Oct-1960	31-Jan-1992	90	Te Hau	-39.396	176.561
3771	F02641	01-May-1945	31-Jan-1992	80	Paturau 2	-40.676	172.393
2768	D87487	01-Jan-1979	31-Jan-1992	70	Puha Nursery	-38.456	177.829
5981	J61500	01-Jul-1944	31-Jan-1992	30	Kiribati,Abemama	.4	173.917
5397	I50921	01-Dec-1962	31-Dec-1991	100	Dunedin Aero	-45.929	170.196
3271	E05542	01-Nov-1923	31-Dec-1991	100	Mangahao Power Stn	-40.576	175.45
1768	B86131	01-Dec-1963	31-Dec-1991	100	Rotorua Aero 2	-38.11065	176.31756
2847	D87942	01-Aug-1957	31-Dec-1991	90	Clydebank, Frasertown	-38.956	177.482
4955	H33001	01-Jul-1947	31-Dec-1991	90	Motunau Homestead	-43.041	173.083
2122	C75941	01-Dec-1917	31-Dec-1991	90	Roto O Rangi 2	-37.981	175.47
4526	H22782	01-Jun-1915	31-Dec-1991	80	Culverden P.O.	-42.772	172.852
4375	G13791	01-May-1948	31-Dec-1991	80	The Haldons	-41.743	173.986
4703	H31592	01-Jun-1948	31-Dec-1991	80	Windwhistle, Woodlands	-43.523	171.753
5933	J49001	01-Oct-1984	31-Dec-1991	70	Kiribati,Ch.Is,Banana	1.983	-157.35
3922	F21174	01-Mar-1974	31-Dec-1991	70	Mai Mai 4	-42.159	171.749
2552	D06321	01-Oct-1948	31-Dec-1991	70	Motea,Greenhill Farm	-40.303	176.24
5987	J62200	01-Mar-1960	31-Dec-1991	50	Kiribati,Tabiteuea S	-1.5	175.067
1582	B75751	01-Jan-1951	30-Nov-1991	100	Kiwitahi 1	-37.726	175.573
2414	D05765	01-Nov-1967	30-Nov-1991	90	Mt Bruce Res	-40.723	175.64
4514	H21952	01-Sep-1958	30-Nov-1991	60	Arthurs Pass Store	-42.941	171.56
2614	D15081	01-Dec-1947	31-Oct-1991	100	Ngaumu Forest	-41.04	175.885
3810	F11752	01-Feb-1944	31-Oct-1991	100	Westport Aero	-41.71	171.579
2279	C94004	01-Jun-1987	31-Oct-1991	70	New Plymouth, Westown	-39.074	174.059
2815	D87713	01-Jan-1969	31-Oct-1991	50	Aniwaniwa	-38.748	177.164
4707	H31612	01-Dec-1984	31-Oct-1991	40	Hakatere	-43.609	171.169
5401	I50943	01-Aug-1968	31-Aug-1991	100	Green Island	-45.904	170.419
4507	G23471	01-Apr-1949	31-Aug-1991	100	Kaikoura Weather Stn	-42.421	173.691
1396	A64672	01-Sep-1963	31-Aug-1991	90	Okura Point	-36.676	174.72
5821	I68531	01-Oct-1917	31-Aug-1991	80	Awarua	-46.512	168.377
1737	B86014	01-Apr-1991	31-Jul-1991	100	Mamaku, Dansey Road	-38.095	176.136
1594	B75873	01-Feb-1966	31-Jul-1991	100	Matamata, Smith St	-37.817	175.763
3124	D97043	01-Feb-1970	31-Jul-1991	100	Wairoa Hospital	-39.045	177.413
2285	C94021	01-Oct-1920	31-Jul-1991	100	Waitara	-38.994	174.227
4736	H31742	01-Jul-1909	31-Jul-1991	90	Mt Somers,Motels	-43.714	171.399
4470	G23183	01-Aug-1973	31-Jul-1991	70	Clarence,Meriburn Stn	-42.186	173.888
1822	B86474	01-Feb-1955	31-Jul-1991	70	Galatea 3	-38.46	176.76
5985	J62000	01-Jan-1953	31-Jul-1991	70	Kiribati,Nonouti	-.667	174.333
3466	E15017	01-Jan-1988	31-Jul-1991	50	Akatarawa Nantley Ldg	-41.081	175.109
2551	D06313	01-May-1989	30-Jun-1991	100	Waitahora,Greenpark	-40.36	176.149
2439	D05855	01-Jun-1978	30-Jun-1991	80	Kaituna No2	-40.895	175.54
2460	D05944	01-May-1968	30-Jun-1991	70	Mt Holdsworth Lodge	-40.908	175.476
1930	B87431	01-Feb-1965	30-Jun-1991	60	Koranga Stn	-38.42	177.33
4551	H23551	01-May-1976	30-Jun-1991	60	Mikonui	-42.535	173.503
6091	J82205	01-May-1984	31-May-1991	80	Niue, Vaeia	-19.117	-169.883
3863	F12761	01-Nov-1952	30-Apr-1991	90	Howard	-41.767	172.661
5986	J62100	01-Jan-1958	30-Apr-1991	50	Kiribati,Tabiteuea N	-1.2	174.733
5157	I48811	01-Jan-1982	30-Apr-1991	50	Lake Howden Hut	-44.817	168.134
2473	D05964	01-Jan-1926	31-Mar-1991	100	Waingawa	-40.98	175.611
4516	H21954	01-Jan-1969	31-Mar-1991	90	Arthurs Pass, Ecan	-42.942	171.562
2588	D06902	01-Jan-1930	28-Feb-1991	90	Tinui Downs Station	-40.906	176.071
3372	E14198	01-Feb-1971	28-Feb-1991	60	Stokes Valley 2	-41.178	174.981
6185	K98609	01-Mar-1981	28-Feb-1991	50	Chatham I Wharekauri	-43.7	-176.583
4382	G13881	01-Dec-1975	28-Feb-1991	40	Upton Fells	-41.814	173.858
5175	I48981	01-Jul-1927	31-Jan-1991	100	Arrowtown	-44.94	168.82
4532	H22871	01-Jan-1921	31-Jan-1991	100	Balmoral Forest	-42.866	172.749
2323	C94222	01-Oct-1923	31-Jan-1991	90	Tariki Hydro	-39.221	174.27
3277	E05622	01-Jul-1895	31-Jan-1991	70	Levin M.A.F.	-40.65	175.269
2492	D06042	01-Jan-1926	31-Dec-1990	100	Taniwha	-39.998	176.427
2180	C84991	01-Aug-1950	31-Dec-1990	90	Tatu	-38.959	174.944
2147	C84381	01-Jun-1951	31-Dec-1990	70	Dumbreck	-38.376	174.891
1434	A64878	01-Sep-1962	30-Nov-1990	100	Auckland City	-36.861	174.751
1331	A64151	01-Jan-1917	30-Nov-1990	90	Mangawhai	-36.127	174.58
2081	C75412	01-Jan-1955	30-Nov-1990	90	Te Kauwhata M.A.F.	-37.411	175.142
2964	D96412	01-Jun-1984	31-Oct-1990	100	Ngamatea Station 2	-39.408	176.13
3115	D97004	01-Jul-1967	31-Oct-1990	90	Mohaka Forest	-39.069	177.023
5973	J60101	01-Jan-1955	31-Oct-1990	70	Kiribati,Makin	3.283	172.967
4677	H31451	01-Nov-1984	31-Oct-1990	10	Mt Hutt Skifield	-43.491	171.537
3232	E05343	01-Jan-1970	30-Sep-1990	100	Palmerston N Kairanga	-40.342	175.468
3176	E05081	01-Aug-1947	30-Sep-1990	80	Marama  Kowhai	-40.065	175.806
1776	B86192	01-Aug-1985	30-Sep-1990	30	Kaipunapuna	-38.198	176.951
5929	J48300	01-Jan-1947	30-Sep-1990	30	Kiribati Washington I	4.717	-160.433
1672	B76994	01-Dec-1974	31-Aug-1990	100	Whakatane Aero	-37.92644	176.91807
5475	I58502	01-Oct-1986	31-Aug-1990	90	Burwood Bush	-45.571	168.071
2174	C84951	01-Feb-1948	31-Aug-1990	90	Uruti, Uruti Road	-38.991	174.56
5223	I49711	01-Sep-1927	31-Aug-1990	90	Wanaka	-44.705	169.146
1345	A64334	01-Dec-1984	31-Aug-1990	80	Tapora	-36.386	174.364
5977	J61001	01-Jan-1977	31-Aug-1990	70	Kiribati,Abaokoro	1.483	173
3824	F11991	01-Jul-1963	31-Aug-1990	40	Inangahua Landing	-41.915	171.917
3643	E95532	01-Jul-1964	31-Jul-1990	80	Parapara,Okeore	-39.519	175.335
5502	I58781	01-May-1949	31-Jul-1990	60	Waikaia	-45.726	168.843
1519	B65861	01-Dec-1987	31-Jul-1990	30	Whitianga Aero	-36.833	175.677
2832	D87811	01-Jan-1925	30-Jun-1990	100	Waikaremoana Onepoto	-38.801	177.122
1769	B86132	01-Mar-1973	30-Jun-1990	90	Lake Okareka	-38.174	176.346
1973	C74192	01-Dec-1973	30-Jun-1990	20	Drury	-37.126	174.978
1371	A64451	01-Feb-1990	31-May-1990	100	Ahuroa	-36.483	174.559
1667	B76983	01-Apr-1935	31-May-1990	100	Edgecumbe 2	-37.972	176.795
4992	H40183	01-Aug-1978	31-May-1990	100	Fairlie,Riverview Tce	-44.101	170.833
3096	D96931	01-Nov-1967	31-May-1990	100	Makaretu Research Station	-39.951	176.321
2261	C85901	01-Jan-1983	31-May-1990	100	Tokirima	-38.94	175.011
1303	A54842	01-Oct-1970	31-May-1990	90	Marsden Power Stn	-35.878	174.47
1522	B65872	01-Nov-1941	31-May-1990	80	Whitianga	-36.846	175.69
1643	B76833	01-Mar-1965	31-May-1990	60	Te Puke No 2	-37.827	176.319
1601	B75895	01-Jun-1982	31-May-1990	60	Valley View	-37.836	175.982
3504	E93482	01-Jul-1983	31-May-1990	50	Oaonui Wind	-39.406	173.809
2477	D05969	01-Feb-1975	31-May-1990	20	Masterton,Hansells	-40.933	175.672
2094	C75612	01-May-1955	30-Apr-1990	90	Hamilton,River Rd	-37.685	175.184
6071	J78805	01-Jan-1983	30-Apr-1990	80	Tonga, Fo'Ui	-21.117	-175.333
3949	F21421	01-Mar-1891	30-Apr-1990	60	Greymouth Hbr	-42.449	171.204
1136	A53532	01-Apr-1983	30-Apr-1990	60	Oponini,Omapere	-35.521	173.392
5153	I48713	01-Jan-1982	30-Apr-1990	40	Lake Mckenzie Hut 2	-44.769	168.173
2064	C75201	01-Mar-1952	30-Apr-1990	40	Pokeno	-37.249	175.017
2128	C75953	01-Mar-1975	31-Mar-1990	100	Cambridge 4	-37.919	175.498
5683	I59891	01-Jan-1941	31-Mar-1990	100	Mahinerangi Dam	-45.883	169.975
3016	D9668C	01-Apr-1987	31-Mar-1990	30	Hawkes Bay Nursery	-39.67	176.856
4853	H32556	01-Dec-1977	28-Feb-1990	100	Christchurch, Ilam	-43.52	172.569
4870	H32573	01-Aug-1961	28-Feb-1990	100	Christchurch,Bromley	-43.527	172.702
1723	B85285	01-Sep-1967	28-Feb-1990	100	Kinleith 2	-38.28	175.888
2977	D96481	01-Aug-1950	28-Feb-1990	100	Napier Aero	-39.468	176.872
1543	B75261	01-Nov-1970	28-Feb-1990	70	Puriri	-37.222	175.649
3753	E96601	01-Mar-1957	28-Feb-1990	50	Pukeokahu,Kowhai Hls	-39.619	176.019
3927	F21231	01-Jun-1972	31-Jan-1990	100	Barrytown	-42.223	171.328
5136	I40971	01-May-1980	31-Jan-1990	100	Corriedale	-44.99	170.795
5261	I5005B	01-Oct-1989	31-Jan-1990	100	Fairview	-44.999	170.575
5884	I69373	01-Jul-1987	31-Jan-1990	100	Glenbrook, Glenomaru	-46.385	169.699
4875	H32581	01-Sep-1935	31-Jan-1990	100	Godley Head Light	-43.59	172.805
5293	I50193	01-Aug-1987	31-Jan-1990	100	Grandview	-45.138	170.912
5405	I5100A	01-Sep-1989	31-Jan-1990	100	Hilderthorpe	-45.006	171.061
5249	I49972	01-Jan-1987	31-Jan-1990	100	Lauder Station	-44.933	169.72
5855	I6918B	01-Jun-1987	31-Jan-1990	100	Lovells S H 1	-46.173	169.829
3403	E14289	01-Nov-1969	31-Jan-1990	100	Maungaraki No 1	-41.218	174.881
3411	E1429J	01-Nov-1969	31-Jan-1990	100	Maungaraki No 3	-41.204	174.877
5265	I50072	01-Jul-1987	31-Jan-1990	100	Newhaven	-45.036	170.703
4394	G14141	01-Aug-1881	31-Jan-1990	100	The Brothers Light	-41.1032	174.44168
5139	I40981	01-Oct-1989	31-Jan-1990	100	Waikoura	-44.941	170.891
5135	I40962	01-Apr-1985	31-Jan-1990	100	Wallfield	-44.95	170.695
5214	I49602	01-Jul-1987	31-Jan-1990	100	West Wanaka Station	-44.622	169
5263	I50062	01-Jan-1976	31-Jan-1990	90	Crestlo, Fushia Creek	-45.091	170.69
5160	I48833	01-Sep-1987	31-Jan-1990	90	Rees Valley Station	-44.804	168.396
6184	K98608	01-Mar-1981	31-Jan-1990	80	Chatham I Kaiangaroa	-43.733	-176.233
1191	A53981	01-Jan-1905	31-Jan-1990	80	Dargaville	-35.935	173.856
5230	I4975A	01-May-1987	31-Jan-1990	80	Geordie Hill	-44.701	169.532
1531	B75162	01-Apr-1952	31-Jan-1990	60	Kauaeranga Forest	-37.125	175.627
5018	H40421	01-Nov-1973	31-Jan-1990	40	Black Forest Stn	-44.42	170.253
4818	H32252	01-Nov-1941	31-Dec-1989	100	Ashley Forest 1	-43.245	172.59
1806	B86403	01-Apr-1966	31-Dec-1989	100	Atiamuri Power Stn	-38.396	176.021
5869	I69275	01-Nov-1987	31-Dec-1989	100	Balclutha, Hasborough	-46.239	169.747
5334	I50662	01-Jan-1960	31-Dec-1989	100	Cherry Farm Hospital	-45.61	170.623
5264	I50071	01-Dec-1987	31-Dec-1989	100	Clifton Falls	-45.033	170.75
2944	D96272	01-Jul-1950	31-Dec-1989	100	Esk Forest	-39.259	176.698
4842	H32424	01-Jan-1942	31-Dec-1989	100	Eyrewell Forest	-43.397	172.278
5304	I50272	01-Aug-1966	31-Dec-1989	100	Herbert Forest	-45.244	170.774
4704	H31593	01-Apr-1960	31-Dec-1989	100	Hororata Substation	-43.547	171.981
3549	E94512	01-Dec-1958	31-Dec-1989	100	Manaia Dem Farm	-39.53	174.145
3559	E94526	01-Jun-1977	31-Dec-1989	100	Normanby M.A.F.	-39.513	174.253
3450	E14393	01-May-1982	31-Dec-1989	100	Rimutaka Forest	-41.356	174.911
6141	J93801	01-Sep-1988	31-Dec-1989	100	Tahiti, Tautira	-17.733	-149.15
6069	J78803	01-Jul-1982	31-Dec-1989	100	Tonga,Fuala	-21.15	-175.25
6162	J94900	01-Jan-1969	31-Dec-1989	100	Tuamotu, Reao	-18.467	-136.45
4555	H23604	01-Apr-1984	31-Dec-1989	100	Waiau, Lyndon St	-42.66	173.041
1550	B75381	01-Oct-1898	31-Dec-1989	100	Waihi	-37.394	175.841
1861	B86821	01-Sep-1932	31-Dec-1989	100	Waimihia Forest	-38.806	176.251
2231	C85502	01-Oct-1965	31-Dec-1989	100	Wairere	-38.535	175.007
4473	G23193	01-Jun-1955	31-Dec-1989	90	Clarence,Matariki	-42.143	173.896
4096	F39802	01-Jan-1981	31-Dec-1989	90	Haast Township	-43.882	169.04
3621	E95445	01-Oct-1974	31-Dec-1989	90	Ohakune Junction 2	-39.402	175.416
3267	E05521	01-Jul-1948	31-Dec-1989	90	Waitarere Forest	-40.55	175.204
3571	E94662	01-Feb-1985	31-Dec-1989	90	Waverly,Karahaki	-39.687	174.609
3538	E94413	01-Feb-1982	31-Dec-1989	80	Kapuni	-39.479	174.166
3099	D96943	01-Aug-1986	31-Dec-1989	80	Ongaonga,Thornton	-39.905	176.45
3799	F03801	01-Apr-1976	31-Dec-1989	80	Totaranui 2	-40.825	172.999
6138	J93001	01-Dec-1950	31-Dec-1989	70	Bora Bora, Vaitape	-16.483	-151.75
1275	A54721	01-Jan-1934	31-Dec-1989	60	Maungatapere	-35.757	174.207
2730	D86992	01-Jan-1960	31-Dec-1989	50	Maungataniwha	-38.977	176.907
5413	I57362	01-Jan-1989	31-Dec-1989	40	Mt Luxmore	-45.388	167.619
5416	I57451	01-May-1987	31-Dec-1989	30	Iris Burn	-45.401	167.507
6179	K98603	01-Aug-1974	31-Dec-1989	20	Chatham I Pitt Is	-44.25	-176.233
2005	C74282	01-Oct-1969	30-Nov-1989	100	Pukekohe M.A.F.	-37.208	174.863
1856	B86702	01-Feb-1976	30-Nov-1989	100	Taupo Aero	-38.74139	176.08251
5084	H41323	01-Sep-1956	30-Nov-1989	100	Timaru Aero	-44.303	171.225
6159	J94600	01-Jul-1966	30-Nov-1989	100	Tuamotu, Tureia	-20.767	-138.55
3084	D96891	01-Aug-1888	30-Nov-1989	100	Waimarama	-39.817	176.991
6186	K98610	01-Aug-1981	30-Nov-1989	90	Chatham I Tuuta Aero	-43.817	-176.483
3076	D96881	01-Jan-1930	30-Nov-1989	90	Hapua	-39.815	176.849
5891	I69464	01-Mar-1975	30-Nov-1989	90	Owaka 2	-46.452	169.662
5810	I68384	01-Jul-1987	30-Nov-1989	90	Wyndham	-46.33	168.85
2940	D96263	01-May-1964	30-Nov-1989	80	Titiokura	-39.216	176.691
1130	A53483	01-Mar-1979	30-Nov-1989	10	Kaikohe M.W.D.	-35.399	173.807
3123	D97042	01-Jan-1964	31-Oct-1989	100	Wairoa,Frasertown	-39	177.405
3402	E14288	01-Jun-1968	31-Oct-1989	100	Wellington,Newlands Kenmore St	-41.229	174.827
1514	B65753	01-Mar-1989	31-Oct-1989	100	Whangapoua	-36.757	175.598
3995	F21812	01-Oct-1921	31-Oct-1989	90	Lake Kaniere	-42.8	171.138
4250	G13251	01-Dec-1949	31-Oct-1989	90	Rai Valley	-41.23	173.581
3984	F21711	01-Jan-1988	31-Oct-1989	60	Kumara Reservoir	-42.699	171.192
5744	I67481	01-Jun-1909	30-Sep-1989	100	Centre Island Light	-46.467	167.85
5656	I59681	01-Jun-1987	30-Sep-1989	100	Deep Creek	-45.634	169.893
3205	E05221	01-Sep-1926	30-Sep-1989	90	Bulls,Flockhouse	-40.25	175.282
5541	I59131	01-Aug-1896	30-Sep-1989	90	Clyde,Fraser St	-45.193	169.318
1823	B86475	01-Apr-1987	30-Sep-1989	90	Galatea 4	-38.418	176.791
6165	J95300	01-Jan-1981	30-Sep-1989	90	Tuamotu, Tematangi	-21.617	-140.633
5172	I4897A	01-Apr-1987	30-Sep-1989	80	Hunter Heights	-44.962	168.762
3967	F21581	01-Apr-1986	30-Sep-1989	70	Haupiri,Coates	-42.559	171.81
3316	E05901	01-Jun-1970	30-Sep-1989	70	Paraparaumu,Wairere	-40.911	175.01
5439	I57961	01-Aug-1971	30-Sep-1989	40	Lilburn  Springleigh	-45.923	167.655
3039	D96743	01-Dec-1947	31-Aug-1989	100	Gwavas Forest	-39.732	176.443
3014	D9668A	01-Jun-1982	31-Aug-1989	100	Havelock Nth D.S.I.R. 2	-39.666	176.881
4746	H31801	01-Mar-1946	31-Aug-1989	100	Lochaber	-43.844	171.07
1645	B76835	01-Jan-1973	31-Aug-1989	100	Te Puke Dsir	-37.82	176.322
4464	G23091	01-Sep-1921	31-Aug-1989	90	Ellerton	-42.02	173.99
4774	H31941	01-Jul-1950	31-Aug-1989	90	Hinds	-43.988	171.44
3356	E14182	01-Aug-1953	31-Aug-1989	60	Titahi Bay Bcnz	-41.099	174.843
1850	B86671	01-Dec-1945	31-Jul-1989	100	Minginui Forest	-38.644	176.729
1375	A64471	01-Jan-1974	31-Jul-1989	90	Buckletons Bay	-36.393	174.747
3808	F11741	01-Oct-1987	31-Jul-1989	90	Cape Foulwind Edl	-41.75	171.45
5832	I68641	01-Oct-1935	31-Jul-1989	90	Dog Island Light	-46.644	168.411
5280	I50113	01-Mar-1975	31-Jul-1989	90	Ranfurly Maniototo	-45.126	170.098
3537	E94412	01-Sep-1966	31-Jul-1989	80	Kaponga Water Stn	-39.41	174.108
2766	D87485	01-Oct-1961	31-Jul-1989	70	Te Karaka 2	-38.472	177.867
3257	E05451	01-Aug-1942	31-Jul-1989	60	Linton Military Camp	-40.401	175.577
5060	H41127	01-Dec-1974	30-Jun-1989	100	Geraldine N.Z.F.S.	-44.102	171.239
1040	A53124	01-Dec-1980	30-Jun-1989	100	Kaitaia 4	-35.11	173.259
1829	B86525	01-Jun-1985	30-Jun-1989	100	Ohaaki	-38.528	176.292
2277	C94002	01-Oct-1970	30-Jun-1989	100	Omata	-39.092	174.003
1526	B75082	01-Aug-1913	30-Jun-1989	100	Tairua	-37.007	175.844
5644	I59632	01-Jun-1983	30-Jun-1989	90	Ettrick No.1	-45.635	169.363
2849	D87952	01-May-1966	30-Jun-1989	90	Marumaru	-38.894	177.526
1642	B76832	01-Aug-1958	30-Jun-1989	90	Te Puke, Boucher Ave	-37.8	176.316
6098	J83300	01-Jan-1945	30-Jun-1989	70	Ci Mitiaro	-19.85	-157.717
3702	E95864	01-Mar-1968	30-Jun-1989	60	Poukiore	-39.873	175.617
1566	B75572	01-Sep-1966	30-Jun-1989	50	Mt Te Aroha Tv Stn	-37.537	175.741
2650	D15246	01-Jan-1951	31-May-1989	100	Martinborough, Venice St	-41.23	175.459
3244	E05369	01-May-1963	31-May-1989	90	Palm. Nth, Haydon St	-40.338	175.637
6066	J78800	01-Jan-1938	31-May-1989	50	Tonga, Nuku'Alofa	-21.133	-175.183
1837	B86582	01-Mar-1975	31-May-1989	20	Whakaaipo	-38.57	176.851
3250	E05423	01-Jan-1986	30-Apr-1989	100	Foxton Sunshine	-40.477	175.295
3288	E05641	01-Apr-1919	30-Apr-1989	40	Arapeti	-40.588	175.481
5119	I40641	01-Oct-1930	31-Mar-1989	100	Lake Waitaki	-44.693	170.424
3168	E05047	01-Mar-1960	31-Mar-1989	100	Marton Filter Station	-40.006	175.391
5892	I69481	01-Jan-1930	31-Mar-1989	100	Nugget Point	-46.449	169.81
5465	I58311	01-Nov-1985	31-Mar-1989	90	Mavora Lakes Park	-45.334	168.173
2077	C75332	01-Jul-1968	31-Mar-1989	80	Mowats Maramarua 2	-37.3	175.311
2464	D05952	01-Oct-1985	31-Mar-1989	80	Waingawa West	-40.944	175.594
5842	I69061	01-Jan-1987	28-Feb-1989	100	Clarks Flat	-45.997	169.668
4307	G13491	01-Jan-1953	28-Feb-1989	100	Grovetown 2	-41.483	173.964
5251	I49982	01-Jan-1987	28-Feb-1989	100	Hills Creek	-44.969	169.888
1408	A64754	01-Mar-1978	28-Feb-1989	100	Kumeu	-36.787	174.551
5667	I59723	01-Jan-1987	28-Feb-1989	100	Moa Flat	-45.727	169.234
5318	I50452	01-Jan-1987	28-Feb-1989	100	Waihemo, Stoneburn	-45.431	170.564
3630	E95465	01-Jul-1966	28-Feb-1989	100	Waiouru Military Camp	-39.472	175.682
3289	E05642	01-Nov-1919	28-Feb-1989	90	Mangahao Upper	-40.627	175.477
1869	B87004	01-Sep-1987	28-Feb-1989	90	Taneatua	-38.074	177.019
5689	I59961	01-Dec-1917	28-Feb-1989	80	Lawrence	-45.918	169.685
2248	C85742	01-Sep-1982	28-Feb-1989	80	Mangakahu Valley	-38.743	175.402
5358	I5083B	01-Mar-1985	28-Feb-1989	80	Taieri Depot O C B	-45.874	170.321
3488	E15114	01-May-1978	28-Feb-1989	60	Mangaroa Vly,Fantails	-41.135	175.108
2063	C75122	01-Jun-1960	28-Feb-1989	50	Mangatangi Weir	-37.117	175.2
4530	H22851	01-Dec-1983	31-Jan-1989	90	Kanuku Hills	-42.824	172.539
4365	G13741	01-Aug-1941	31-Jan-1989	90	Spray Point Waihopai	-41.736	173.425
2683	D15441	01-Feb-1969	31-Jan-1989	90	Stoney Creek Station	-41.429	175.472
